smiles,base_material,dielectric_constant,tg_celsius,density_g_cm3,thickness_nm,applied_voltage,temp_c
CC(=O)CC(Cl)CC(Cl)CC,PVC,3.412548505763021,77.64322651170308,1.4390837552959215,3920.126222921777,485.39236894656443,100
COOc1ccc(cc1)C(C)(C)c2ccc(cc2)OOC,Polycarbonate,2.8440056022427065,141.10132166221447,1.21557713855351,4953.295068336426,117.59500595471638,100
FC(F)(F)C(=O)c1ccc(cc1)C(=O)OCCOC(=O)O,PET,3.2841120903904426,79.79440825531736,1.362140872958011,4938.934038542025,295.4994227260899,25
NCC(Cl)CC(Cl)CCC,PVC,3.4191968500189835,77.38316833791492,1.3991874933418726,709.8498355461379,232.56578703104913,200
FC(F)(F)CC(Cl)CC(Cl)CC,PVC,3.4720526615166816,80.37354168744247,1.3834908294160275,3291.661858024235,54.181780406251214,200
c1ccccc1CCCCCC(=O)NC(F)(F)F,Nylon-6,3.5537042245709745,48.109951816647566,1.1038765254221623,1836.7215828479393,446.01292068182113,100
CCCCC(C)(C(=O)OC)CC(C)(C(=O)OC)C(=O)O,PMMA,3.0051773975901948,106.89354208931108,1.1961249647326622,3975.328639189625,372.371590823875,300
NC(F)(F)C(F)(F)CCC,PTFE,2.097719163697365,119.877359057159,2.243114009478983,4341.187829429829,287.70221013619266,100
NCC(C)(C(=O)OC)CC(C)(C(=O)OC)Cl,PMMA,2.9667614612930273,100.02483763246744,1.1828579265544603,3779.064108334246,419.79791047239917,200
COCC(Cl)CC(Cl)OC,PVC,3.420087024660884,79.22367969311965,1.439664176421551,3081.9114368425603,171.77128500714414,300
CC(=O)CC(F)(F)CC(F)(F)C#N,PVDF,12.011133800196864,-35.5894729315715,1.760905611877973,4360.133222359502,244.98725487907166,25
c1ccccc1Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OOC,Polycarbonate,2.8209019345623734,142.00850132007497,1.1662918200150207,4328.726332118351,490.8623183156381,200
CC(=O)CC(C)CC(C)CCC,PP,2.1871611816200898,-6.389779870198105,0.948550750175208,779.9913459916809,93.84618036475759,300
c1ccccc1CCCCCC(=O)NC(=O)O,Nylon-6,3.454782656835638,47.429731924320414,1.1157167172472056,2427.070194300731,488.02241882230174,300
FC(F)(F)C(F)(F)C(F)(F)C(=O)O,PTFE,2.120590880050643,112.07992183915702,2.191064244685839,3572.8753188356436,366.40296806309664,300
COCCCCCC(=O)NCl,Nylon-6,3.4753652895898157,44.097105726369584,1.1615998433841446,3069.2223850166424,279.51997976396666,100
ClCCCCCC(=O)NCl,Nylon-6,3.43948760527988,46.589687534804085,1.1442314642165667,1146.347008665757,44.134974671322986,200
c1ccccc1CCCCCC(=O)NC(=O)O,Nylon-6,3.4026469695238446,44.63320172762865,1.1109477711445737,3352.206186568734,477.1925767868169,300
CCCCCCCC(=O)NCCC,Nylon-6,3.421631075339683,46.5966434696637,1.135740333032349,4037.837680038785,102.99450258065535,300
FC(F)(F)C(F)(F)C(F)(F)C,PTFE,2.1375059392018727,112.82971690395509,2.2128028801357127,2932.520191711407,379.9794088355153,100
NCC(C)CC(C)C,PP,2.130369943753068,-14.07673138297106,0.877715511665985,533.258572644899,433.447268284289,25
COCCCCCC(=O)NCC,Nylon-6,3.4397673240751265,50.484884232860814,1.1065411134488008,2015.6704778132973,16.717806421462747,100
FC(F)(F)CCCCCC(=O)O,PE,2.2207048575022075,-123.29348560059934,0.9533467559734196,659.399429629229,342.711182859565,300
COC(=O)c1ccc(cc1)C(=O)OCCOC(=O)O,PET,3.2265469969397995,71.22771977640234,1.3420204648890874,3802.301663818184,399.8852301023249,300
COCC(F)(F)CC(F)(F)C(=O)O,PVDF,11.983773962017606,-31.452118110644918,1.815315718662438,2889.4952272338,179.596884640405,200
COCCCCCC(F)(F)F,PE,2.21982821573495,-115.8269473927353,0.9283243486724493,2809.620429354604,489.2173017361655,100
COC(=O)c1ccc(cc1)C(=O)OCCOCl,PET,3.3633075370418792,79.66746599640214,1.378075343902566,4202.61699081338,222.34214475471828,25
FC(F)(F)CCCCCC(=O)NC#N,Nylon-6,3.4140532566357162,48.88979711580647,1.1674649935257204,1612.8266008857038,77.05888107864786,100
COOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC#N,Polycarbonate,2.9786191922250183,145.0074686026644,1.1777606986451103,2218.446258659218,445.2598852808845,100
ClCC(Cl)CC(Cl)OC,PVC,3.452755050556397,80.47468135996814,1.3800688416195952,3699.501553572665,207.53912888348427,300
CCCCC(Cl)CC(Cl)C(F)(F)F,PVC,3.5082349469958283,75.54815919207377,1.373153081638815,3091.8099627237116,363.72790225205256,300
CCCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OCC,Polycarbonate,2.9518242402487793,144.20673980383856,1.158976096395346,1972.173773876112,360.1347753980322,25
NCC(C)CC(C)OC,PP,2.229238558112824,-11.05246457784176,0.8968162271297238,3346.4649922102262,305.3772473861769,100
CC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OOC,Polycarbonate,2.9567487282663323,146.81993640021847,1.2105805081148158,3614.4053289832104,432.76173140301677,100
CCCCCCC(=O)NCC,Nylon-6,3.4672319191947274,43.269854142270376,1.0928161593629107,1036.6691997108705,277.45411632455614,200
NC(=O)c1ccc(cc1)C(=O)OCCOC(=O)O,PET,3.27179701568178,71.97931995007062,1.3984366600488398,705.5926330708728,274.8635619348629,25
NC(=O)c1ccc(cc1)C(=O)OCCOC(F)(F)F,PET,3.3554543543377826,79.21926187198561,1.3613496357980974,4627.78791077255,365.8776338254746,100
c1ccccc1C(=O)c1ccc(cc1)C(=O)OCCOC#N,PET,3.2416835211869235,79.77717597588438,1.3938896252957955,4142.127886679832,11.98812468523537,200
CC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OCC,Polycarbonate,2.8746152949687693,147.75132924234512,1.2054710986871164,2824.876327742812,168.28961694762506,100
ClCCCCCC(=O)NCCC,Nylon-6,3.440613533650963,45.81932322338863,1.178261780713188,1021.3112329526174,71.12178874920733,300
c1ccccc1CC(F)(F)CC(F)(F)C#N,PVDF,11.9508053876465,-32.241487160432825,1.7331895106525803,3112.3425798507283,74.74990503646858,100
NCC(c1ccccc1)CC(c1ccccc1)Cl,Polystyrene,2.5862957043432493,95.86821984025366,1.0778640157209445,2050.894676842999,481.68558001288113,100
FC(F)(F)CC(C)(C(=O)OC)CC(C)(C(=O)OC)OC,PMMA,3.001491072805701,105.12758220340288,1.1804774526259358,3940.0393679238127,482.56759613408656,25
CC(=O)C(=O)c1ccc(cc1)C(=O)OCCOCCC,PET,3.3898412428053923,70.22558963951273,1.3719108117408307,818.7561894619589,194.9673701680656,300
FC(F)(F)CCCCCCC,PE,2.280956856720536,-116.06884007593247,0.9608376025435339,4192.976798226115,449.6401144746801,300
COC(F)(F)C(F)(F)C(F)(F)F,PTFE,2.0341382790504072,114.08945354086484,2.198826503740021,3482.400816934485,398.8734666999695,25
CC(=O)C(F)(F)C(F)(F)Cl,PTFE,2.141456909806238,117.90137117871629,2.199740232303684,2858.6066554272775,132.8013973864336,300
COCC(C)CC(C)C(=O)O,PP,2.2890665854022214,-13.103663249458588,0.917784422967849,954.7384507205358,234.57468414656776,200
ClCCCCCC(=O)NC(F)(F)F,Nylon-6,3.4305346865171575,45.0961371344293,1.158493882885526,4221.08131798087,98.25421204671923,200
CC(=O)CC(C)(C(=O)OC)CC(C)(C(=O)OC)C,PMMA,3.0499478924680727,100.9845923180887,1.200876649090234,1106.3359585800188,133.8456026868164,200
ClCC(C)CC(C)C(=O)O,PP,2.2245421418174742,-14.322440273346622,0.8554288774178557,3135.0658161068404,177.63794005512315,200
FC(F)(F)CC(C)(C(=O)OC)CC(C)(C(=O)OC)C(F)(F)F,PMMA,2.9705183647057356,101.33812063792573,1.1437524931148544,909.921179557218,357.2514155728727,300
CCCC(C)(C(=O)OC)CC(C)(C(=O)OC)Cl,PMMA,2.959598570905769,100.83405097319115,1.22063632948443,4429.68901604595,329.9687201468742,200
COCC(Cl)CC(Cl)Cl,PVC,3.563211119924491,76.79471463813606,1.3765770109600781,4258.875848236803,301.18242707886566,25
COOc1ccc(cc1)C(C)(C)c2ccc(cc2)OCC,Polycarbonate,2.924163619317345,143.95453805640832,1.1528522056021238,1661.4410848348193,195.8728725336792,25
NCC(Cl)CC(Cl)CC,PVC,3.4784604615200796,81.67996035193504,1.4271866165353566,1717.9120312193133,275.2623368264226,100
CCCCC(F)(F)CC(F)(F)OC,PVDF,11.95994640795219,-34.75935757948288,1.7847240436120022,4135.0137305083745,430.44914092039335,300
FC(F)(F)CCCCCC(=O)NOC,Nylon-6,3.5727384064765646,51.378160957443825,1.171997897774534,2994.4608598408076,469.90330841220253,25
COc1ccc(cc1)C(C)(C)c2ccc(cc2)OC(F)(F)F,Polycarbonate,2.800129895810444,148.74149320507578,1.1925386739461667,4500.078755459643,203.9577075917285,300
c1ccccc1CC(Cl)CC(Cl)CC,PVC,3.59335432320149,81.92860626820291,1.4206841929765228,2916.8362274574965,498.55898525378143,25
CC(=O)CC(Cl)CC(Cl)C,PVC,3.485657534646875,84.30011211434123,1.3989721000866469,4477.319547121949,379.9119628501039,100
CCCCC(C)(C(=O)OC)CC(C)(C(=O)OC)CCC,PMMA,2.968153199428803,102.52404531358627,1.152899821090948,2142.252957900053,368.3715948337744,100
ClC(F)(F)C(F)(F)C#N,PTFE,2.122593887963103,113.73171768505935,2.181944889788816,1361.0783921720513,402.1741474890305,300
CCCCCCCCl,PE,2.1631084752157004,-115.3026118757371,0.8918409368866674,4635.792804252736,426.48740158697177,300
CC(=O)CC(F)(F)CC(F)(F)C,PVDF,12.078992136843029,-34.99423027461151,1.825521864164838,2993.372630162027,236.36387216274198,200
c1ccccc1CCCCCCl,PE,2.117347580238385,-118.53032571576333,0.9669379337235887,4864.023893240379,122.07728519327145,100
CC(=O)CC(F)(F)CC(F)(F)C(=O)O,PVDF,12.042554438656309,-32.90592900836888,1.7932892533498743,3241.8008028974705,401.273364306038,300
COCC(C)CC(C)OC,PP,2.229206195862424,-7.659514710820904,0.9469942818037081,1565.3115048385139,367.46394913766386,25
c1ccccc1C(F)(F)C(F)(F)CCC,PTFE,2.1532775601572047,117.8869032268161,2.2305022473533476,4731.368822705163,250.14967573593773,200
FC(F)(F)CCCCCC(=O)NC#N,Nylon-6,3.520499890975055,46.40835977452296,1.1346782242325655,1744.588776020854,219.27623362733038,25
COC(=O)c1ccc(cc1)C(=O)OCCOCC,PET,3.383628685531321,73.38467270446884,1.3595588090043251,4199.076788231564,235.0279103167005,25
CCCCCCC(=O)NCCC,Nylon-6,3.4725478011701503,42.55358312626204,1.1679764370095105,1848.1655401239777,304.4674283216002,300
c1ccccc1CC(C)(C(=O)OC)CC(C)(C(=O)OC)C#N,PMMA,3.028491714605341,103.00125332486957,1.1878093587361211,3919.4647483124013,302.9369711451388,25
CCCC(F)(F)C(F)(F)C#N,PTFE,2.0738672600132344,112.44674336936357,2.2432866932348676,2651.9446602066855,180.36021484230795,200
ClC(F)(F)C(F)(F)OC,PTFE,2.0252692723232437,117.0671625582062,2.16016276565455,2514.6847927920844,50.77378196427168,25
CCCCCCCCOC,PE,2.1482356141792027,-115.97287051130114,0.9622549197390876,3639.681243026338,339.61759884052213,200
FC(F)(F)CC(Cl)CC(Cl)C#N,PVC,3.4794381353717028,80.84300667817874,1.42235637238186,2035.0165947838948,314.21315952333424,100
NCC(c1ccccc1)CC(c1ccccc1)C(F)(F)F,Polystyrene,2.4118924639542847,103.25865793834502,1.0321963251501352,3536.0675135180336,353.8606333482042,300
CC(=O)CC(Cl)CC(Cl)OC,PVC,3.4277536982302377,79.30647397427504,1.4073281484558842,1565.7312710454048,364.51271236427647,200
NC(=O)c1ccc(cc1)C(=O)OCCOC(F)(F)F,PET,3.3445956600838547,75.00045034075795,1.427017250403561,536.6882164161864,71.13559322526623,200
ClC(F)(F)C(F)(F)C(=O)O,PTFE,2.0474491337701846,111.42235273250826,2.2106157161376707,813.1773928001669,150.02589410422092,100
CCCCCCCC(=O)NC,Nylon-6,3.406275850444895,46.243079998050185,1.1476137082543236,2721.003528589464,138.7304600604741,25
FC(F)(F)C(=O)c1ccc(cc1)C(=O)OCCOC#N,PET,3.386704483507167,76.56163681685065,1.4084082431648013,1739.02346983795,474.15062990277744,300
CCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC#N,Polycarbonate,2.886030447882903,147.5829494878391,1.1969938166918594,1855.4970269040793,144.340613073722,100
CC(=O)CCCCCCCC,PE,2.2250883742728207,-122.79065786690224,0.9139739845829981,2477.958067530645,25.74814901117992,300
FC(F)(F)CC(C)CC(C)C(F)(F)F,PP,2.2463385279544474,-6.499281424920289,0.8552095098389608,676.6548311258335,50.036930345899435,100
FC(F)(F)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OC#N,Polycarbonate,2.8527769661061484,142.1334326529338,1.2433095390816713,4456.615210304126,474.7965401168081,100
CC(=O)CC(c1ccccc1)CC(c1ccccc1)CCC,Polystyrene,2.4235493055129442,98.02609148157474,1.09617569441026,3251.623930553468,398.1306508113922,25
FC(F)(F)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OCl,Polycarbonate,2.8772277732643814,146.16453541450193,1.1766515911504485,1781.358806806142,323.73402974644586,200
CC(=O)C(=O)c1ccc(cc1)C(=O)OCCOC(=O)O,PET,3.2506173545699317,77.02309461518304,1.4072103534063334,2755.5999857203774,103.54162857318413,200
NCC(C)CC(C)OC,PP,2.1228966581439948,-7.2582145784722325,0.8573209063473463,2336.9223361785057,101.96386668070602,100
CCC(C)CC(C)C#N,PP,2.242522025764595,-9.697817225776944,0.9284488190988952,4109.986211348028,253.09540477031612,300
CC(=O)CC(C)(C(=O)OC)CC(C)(C(=O)OC)C(=O)O,PMMA,2.9227001529506826,105.20340640776286,1.211438045993605,4167.236989308134,467.0698912168715,300
COC(=O)c1ccc(cc1)C(=O)OCCOCl,PET,3.2848319134848074,70.59890202762219,1.3357556575810021,4887.166916461766,439.9388564774658,25
CCCCC(c1ccccc1)CC(c1ccccc1)C#N,Polystyrene,2.556872134105166,99.62807551932391,1.0705714811614016,3889.7015529723535,21.60205126683844,300
COCC(c1ccccc1)CC(c1ccccc1)Cl,Polystyrene,2.5827992578209056,95.09219874850936,1.0562941396642302,945.0989902040864,72.12188660463976,100
CC(=O)CC(c1ccccc1)CC(c1ccccc1)C,Polystyrene,2.504097782185145,103.17631686945222,1.063977077470783,1087.4223704535734,468.0199723458832,300
c1ccccc1CCCCCC(=O)NC,Nylon-6,3.466120405832045,49.31558648307938,1.0995586401537556,1366.5310221803484,174.1979883556934,200
COC(=O)c1ccc(cc1)C(=O)OCCOOC,PET,3.3887239991571154,78.14016773358986,1.4222730782888358,2618.387637597136,300.37756470974205,200
c1ccccc1CC(Cl)CC(Cl)C#N,PVC,3.4379460249923106,84.84513994528763,1.3508307515065199,3389.434527429255,495.8420410065576,200
NC(F)(F)C(F)(F)OC,PTFE,2.1794435808673316,111.86066583691905,2.2213782230841956,4298.58244895809,102.02447775882914,300
FC(F)(F)C(=O)c1ccc(cc1)C(=O)OCCOC#N,PET,3.278249357355393,74.66459138041336,1.3603164759136945,3979.205400247098,457.12779561044914,25
CCCCCCCl,PE,2.271758360958558,-123.4869393941689,0.9683495070442711,2202.424637815232,10.0964821216802,25
CC(=O)C(F)(F)C(F)(F)CC,PTFE,2.148222008716163,117.73945391797454,2.211161891059023,4379.636385636964,448.39532399622334,200
c1ccccc1CC(C)CC(C)C(F)(F)F,PP,2.1098498139390895,-12.902276140258572,0.8740860783298597,1490.5497821440322,214.81057922391125,300
CCCCC(C)(C(=O)OC)CC(C)(C(=O)OC)OC,PMMA,3.026000130263755,109.27476465518134,1.1479396320684896,3112.487461115283,316.8907804734899,200
ClCC(C)(C(=O)OC)CC(C)(C(=O)OC)Cl,PMMA,2.9277067275031947,107.50148901814853,1.16538590846834,2571.6343124794935,39.09784683798492,100
CC(=O)CCCCCOC,PE,2.2507744708161437,-115.4199969292718,0.9591210032381394,3151.458843981542,160.06559608738132,300
FC(F)(F)CC(c1ccccc1)CC(c1ccccc1)C(=O)O,Polystyrene,2.432008719317176,96.10568590457369,1.0227357708355016,2829.3738132496364,119.93777228245787,25
NCC(C)CC(C)Cl,PP,2.225118884071871,-14.775751266234922,0.9439071566922718,2663.0036756567733,312.3054024273149,100
COCC(F)(F)CC(F)(F)CC,PVDF,12.070359921824622,-35.86260876282939,1.7986532215684148,4554.120076347409,415.1429027874388,300
CC(=O)C(F)(F)C(F)(F)C(=O)O,PTFE,2.1751738442494926,114.04289923190362,2.208711404127667,4473.932871991329,160.50698829651455,25
NOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC,Polycarbonate,2.809405008168614,146.08466475375616,1.2339749781257552,851.1449391704593,178.3087485537586,25
CCCC(C)CC(C)C,PP,2.2699570216555474,-13.597223626850976,0.935463015341992,4899.671993050103,125.45493823984512,25
CCC(=O)c1ccc(cc1)C(=O)OCCOC(=O)O,PET,3.3927722755215615,72.93696757026794,1.344251907075526,3828.9569015444604,328.25056967266346,100
CC(=O)CCCCCCl,PE,2.113549448395879,-122.49287350685199,0.8968158303623719,4847.742847931634,372.6258803436361,200
FC(F)(F)CC(c1ccccc1)CC(c1ccccc1)Cl,Polystyrene,2.5306233855645384,103.47188113006561,1.0649706296862815,3246.210414648931,210.1391619859538,25
NCC(c1ccccc1)CC(c1ccccc1)C(=O)O,Polystyrene,2.5622560415685616,97.2833391951017,1.0948446507749054,2161.553513795502,18.913183148190623,200
NOc1ccc(cc1)C(C)(C)c2ccc(cc2)OCCC,Polycarbonate,2.958486131972041,144.8091678025792,1.2124052106448906,3202.2061269094047,298.86941591204356,200
NCC(F)(F)CC(F)(F)C,PVDF,11.981924920789014,-32.33789427359626,1.8113751738079553,2225.6649544785846,148.38129990192232,200
CC(=O)CC(C)CC(C)C(F)(F)F,PP,2.137473176563475,-10.610135307423825,0.8767482018704597,2254.464658870729,164.39680829350996,300
c1ccccc1CC(F)(F)CC(F)(F)C(=O)O,PVDF,11.95917298427559,-39.10647599864896,1.8201257231648396,3865.267326580721,195.48567879526848,300
CCC(=O)c1ccc(cc1)C(=O)OCCOC(F)(F)F,PET,3.254139911201226,73.14801977430321,1.4081557735748949,3167.252809949632,43.93226149106118,25
CCCCCCCCC,PE,2.170928158848308,-116.73856468354641,0.9324278486697741,2600.6926095236145,186.90219824361546,25
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PTFE,2.152510861880348,112.54458761000643,2.20795706632069,4728.015365936075,430.405691959903,300
CCC(=O)c1ccc(cc1)C(=O)OCCOC#N,PET,3.246770151090692,75.40498689229723,1.3574939028597197,3997.417956610016,404.89803294764914,25
ClCC(C)CC(C)CC,PP,2.1026188135573083,-10.134376369403803,0.8726074094846838,4452.401781380169,193.49259008639567,200
CCCCCCC(F)(F)F,PE,2.241296925911848,-117.65176602609968,0.9390012395859005,1032.9014204111227,490.97001183872175,300
COCC(c1ccccc1)CC(c1ccccc1)C,Polystyrene,2.4942564716188156,102.85863662333476,1.0489158441278723,1844.8953704893784,212.59806686031123,300
CC(=O)CC(c1ccccc1)CC(c1ccccc1)C(=O)O,Polystyrene,2.4638204921559193,98.17763443770068,1.067643314699461,4193.534341676957,140.63730312961036,200
CC(=O)CC(F)(F)CC(F)(F)Cl,PVDF,12.033655541102563,-35.70183998117529,1.7503073483175937,1909.47711805829,125.93688005008131,25
c1ccccc1CCCCCC#N,PE,2.1489261473068217,-122.71198192132434,0.8976777855752005,1512.5791065122346,81.42302917404811,100
CC(=O)C(F)(F)C(F)(F)C,PTFE,2.1748768066441397,112.80312518241917,2.2493912525606157,4129.867319865354,425.64987570303373,300
COCC(F)(F)CC(F)(F)C#N,PVDF,11.931873637154839,-37.48474915923244,1.7977825115177688,1184.2163059586253,151.15541063262947,300
FC(F)(F)CC(C)CC(C)C(=O)O,PP,2.1553893699091504,-11.101135492646769,0.8843479492868631,1749.654227763551,106.37787801286098,25
c1ccccc1C(F)(F)C(F)(F)CCC,PTFE,2.0418456089217636,110.31362426689745,2.198460424476843,1599.8086217068062,465.9551152513587,200
CCCC(F)(F)C(F)(F)CCC,PTFE,2.1148282446203424,110.65124537945078,2.1968825701294596,1751.0941806146457,383.80811967048413,100
CCC(Cl)CC(Cl)C,PVC,3.4963261417016436,76.55997979602841,1.447409559735248,3787.3430901447973,331.84359000663324,25
NCC(F)(F)CC(F)(F)C#N,PVDF,11.965601490435782,-39.68439507932867,1.75609008026106,890.9578398583558,144.76371865038382,200
COCCCCCC(=O)NCCC,Nylon-6,3.431471166564892,46.367432953512626,1.1524174517384949,1526.9934743677109,257.8355445877594,100
CCCC(C)CC(C)C(=O)O,PP,2.224176823654691,-12.007880498293815,0.8975720505003334,4797.081533887415,410.72593310600973,25
CC(=O)c1ccc(cc1)C(=O)OCCOC#N,PET,3.272141257984235,76.85889493243587,1.3385873816727092,2526.1535308858174,250.39249796597286,25
NCC(Cl)CC(Cl)C(=O)O,PVC,3.559614738268158,80.0744190935502,1.3541882314556994,617.3827600371704,316.8774790867876,25
CCC(c1ccccc1)CC(c1ccccc1)CCC,Polystyrene,2.4769297643613783,103.44052545180361,1.071390463971749,1190.3963051834758,438.00367955236896,100
c1ccccc1CC(F)(F)CC(F)(F)CC,PVDF,11.902046540240418,-34.242021901915315,1.7715744621254983,608.8874095997742,31.014781341957242,200
CC(=O)CCCCCC(=O)NCCC,Nylon-6,3.5253021560301843,48.35107353852919,1.112690362273851,4392.9079666331345,94.72592024395112,100
COCC(F)(F)CC(F)(F)C(=O)O,PVDF,11.913903401363736,-33.106678537587236,1.7608588200470148,4569.29910246383,79.91658369273733,25
NCC(C)CC(C)C(F)(F)F,PP,2.2307449881894734,-10.676577164785005,0.8998420546716213,3824.813403481159,230.77126410734695,200
CCC(=O)c1ccc(cc1)C(=O)OCCOC#N,PET,3.36388870382782,72.64528363718425,1.4018700587494186,3925.98540779934,430.8854879780228,100
COCC(c1ccccc1)CC(c1ccccc1)CCC,Polystyrene,2.5715600566469163,100.52090356816227,1.0472077230251358,4455.134470787397,48.23587132097209,300
COC(F)(F)C(F)(F)Cl,PTFE,2.0184742762796946,111.2072453155208,2.2458493603633976,4539.222160657413,192.59769916109397,100
c1ccccc1CC(C)(C(=O)OC)CC(C)(C(=O)OC)C,PMMA,2.901137680766065,108.73808050386245,1.1939354121510475,3887.6180919672697,279.11553971896154,300
CCCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OCCC,Polycarbonate,2.92124935442823,140.28704196465893,1.1670639336496877,2284.980022186136,156.1732897013356,25
CC(=O)CC(C)CC(C)OC,PP,2.250154706805185,-10.487884773441404,0.9213990846548196,1827.0749354506725,336.2101743335009,300
CCCCCCCC(=O)NCC,Nylon-6,3.505586594759004,51.434543876311885,1.0951294774203906,4920.7827557398805,229.08713568734967,25
CCC(C)CC(C)C,PP,2.1046997752626604,-13.049294567687102,0.926513454407555,1926.241040389743,397.1661794554222,100
COCC(F)(F)CC(F)(F)C(F)(F)F,PVDF,11.994004697761122,-34.62941235718073,1.8172289178469723,2649.3703735838853,405.71917573490003,200
ClCC(C)CC(C)CC,PP,2.219328195853935,-9.260730899409435,0.9322053694583321,2568.4708632493566,163.20687099156797,25
c1ccccc1CC(F)(F)CC(F)(F)C,PVDF,11.956715685541248,-39.14666962767547,1.784087493866872,2396.8638713263554,121.75474211574192,200
ClC(=O)c1ccc(cc1)C(=O)OCCOC,PET,3.267123204007548,76.01181644525118,1.3595189280993496,4988.257371083789,240.42304926461821,25
CC(=O)CCCCCC#N,PE,2.21047403092316,-115.44017818729114,0.9151106043148518,2620.332079228287,136.1875227383594,25
CC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OC(=O)O,Polycarbonate,2.989532729071431,141.039847647879,1.1692445579988344,3671.336691722567,63.64955678674021,25
c1ccccc1CC(C)CC(C)C,PP,2.232041506598185,-7.1616544501774495,0.8902420959367532,1928.4134154001715,398.8299545028427,25
NCC(Cl)CC(Cl)C(=O)O,PVC,3.5481394693298958,76.89976446405477,1.3877404513210583,1887.9789848504292,306.19366606865145,25
ClCCCCCC(=O)NCC,Nylon-6,3.527109727526273,45.09915763733689,1.1467679396145776,2185.868336686446,453.3898131397891,100
CCCC(Cl)CC(Cl)C(=O)O,PVC,3.561241053677644,75.38326751370954,1.4245048306179497,2361.9067634116545,194.94955438087717,100
c1ccccc1CC(C)CC(C)C(F)(F)F,PP,2.2879976361576615,-6.4094034403609825,0.8781945531559763,2864.394192656412,399.3371615571906,300
COCC(Cl)CC(Cl)C(=O)O,PVC,3.5361642280598966,76.78360965523927,1.393759970723913,2449.666958587962,495.1183288189076,200
COCCCCCC(=O)NC(=O)O,Nylon-6,3.5177799286481775,48.54775793255161,1.1138280446302173,1092.8498685156396,335.06516661007174,25
ClCC(c1ccccc1)CC(c1ccccc1)CC,Polystyrene,2.4008501922916468,98.49030355707775,1.0083580238493983,2094.553137544399,365.26056029860484,100
CCC(Cl)CC(Cl)CC,PVC,3.4320002084410377,75.8647790339856,1.356601491927527,2904.104287816736,63.753723786422846,25
c1ccccc1CC(F)(F)CC(F)(F)Cl,PVDF,11.908440138935639,-39.27037440308841,1.7707801416073046,1457.7197206622477,423.15413093843324,300
NCC(C)(C(=O)OC)CC(C)(C(=O)OC)C(=O)O,PMMA,3.0151417768613777,109.20126429950004,1.1323211820796069,832.9505678731484,360.9177745221836,100
