Material_Type,Temperature_C,Thickness_um,Dielectric_Constant,Dissipation_Factor,Theoretical_Breakdown_Strength_MVm
Polymer_Blend,132.8642234050173,10.795486792087635,4.276095677939553,0.018086196872720197,102.34165197634084
Alloy,247.5960337273561,8.12792779232131,2.376489583015579,0.020607328141386414,80.90106683258485
Polymer_Blend,227.0897475857446,13.903109153868204,7.348373560911883,0.04480867602240509,78.11223321500395
Alloy,103.93581831734937,7.093410022020602,8.902166219673806,0.025334566889095397,105.76244048650534
Alloy,242.16640472012068,5.055954337333109,3.3032212358191524,0.027668441558192286,164.48190475952183
Polymer_Blend,208.1597660954331,10.598238902847111,8.499309260991204,0.04786840811407783,142.64498895301256
Nanocomposite,112.35718780319175,9.452837437111931,8.827165868295534,0.04444959277410447,180.2217293320045
Alloy,200.59566194896684,6.358222712105927,9.314723541331869,0.009303868735533537,113.11143343348785
Nanocomposite,197.03900469485282,6.467639297211703,4.122280712688419,0.02418753646598715,185.7320536988778
Nanocomposite,132.81831187113752,7.176734012243323,9.231624521519114,0.04859351514399873,123.14289872177291
Alloy,213.76700500113634,5.784801377231801,4.565302037891458,0.019245948613201534,159.07475797258377
Nanocomposite,113.05970549694507,11.233138282691993,6.4187041076440225,0.019207082317293806,151.0394466978856
Polymer_Blend,173.4167771846872,10.46765926566567,2.404059766658257,0.010556481357668564,161.81456479507898
Polymer_Blend,101.4884810744632,7.730109483103105,2.351048706949949,0.006601832591837136,146.85917290519632
Polymer_Blend,245.31062333421195,7.172110785130084,7.762985701857623,0.03727493474704311,133.2021594749668
Polymer_Blend,212.7345447665364,6.745666501676166,5.555839823822328,0.03873149296637431,216.7279228673813
Polymer_Blend,123.8278114239484,5.685088178099296,4.0503390029537405,0.048481635211647,185.0851181305298
Polymer_Blend,151.25110599269243,3.114056621041772,3.5233079681992816,0.038897492334362786,288.58025827266874
Nanocomposite,124.08435667122644,5.486660911792507,7.359627926873745,0.012924272207646338,208.18256848393514
Polymer_Blend,214.9926196193972,6.175617533009846,2.003212352202719,0.002965712336137257,110.6259102090541
Polymer_Blend,108.83444881415727,9.119892081449464,8.447129353574834,0.04928643183411335,170.01487742685737
Alloy,226.06099833455713,12.059250618014646,2.6339968490394305,0.017682084081636684,100.76359879829903
Polymer_Blend,241.3294508253595,7.144127882842412,3.5319169192649555,0.016286605579188616,95.32069876659061
Nanocomposite,201.494191420945,14.281839776077193,5.089891162392717,0.04539180527771974,79.8841805658738
Polymer_Blend,131.94481750021512,12.75554952473511,5.878869917728829,0.029669895028704322,147.23350506812957
Nanocomposite,154.0135143720326,14.802424022488687,4.839960926511535,0.011528687518607594,77.11469054906976
Alloy,171.5859812213397,13.390639533539263,4.565697319874351,0.04456571589309574,116.56118177088706
Polymer_Blend,190.69371583033808,10.01743734102193,9.711328096585508,0.04967468189768243,80.46355905787894
Polymer_Blend,200.2994634717531,9.780230741617345,7.132637449947154,0.005247249496390705,113.87081207397364
Nanocomposite,183.13220729783242,3.6838396478048216,2.1874636429391057,0.043250329786821876,200.3031437408352
Alloy,152.69708812327838,11.391190235590381,5.4414072675545055,0.020135269186535305,94.59143605993059
Alloy,233.63759208473545,9.802689148704728,9.00006959795176,0.026679549878828517,81.29979969125148
Alloy,112.20880870269373,8.590117344147801,4.411649491285344,0.04582598281248406,123.11573099069314
Polymer_Blend,169.93840813652426,11.012729343244752,2.756450758195106,0.04869558059298075,106.52920815324053
Polymer_Blend,216.3347257701221,7.772621956893918,8.067078172719341,0.01384603161003117,123.3242636251835
Polymer_Blend,109.13089979371014,8.81017561130772,6.84811065548865,0.011429687777035777,124.54661748581597
Nanocomposite,205.80028252169518,7.178579962442332,6.562500062612031,0.004945311370984081,176.27550599591748
Alloy,222.95674341299875,11.325821613818968,2.4286124768592634,0.028528094780444765,91.14342229180119
Polymer_Blend,199.12469477905785,13.395942617122547,3.1239920783641386,0.0016666153770827454,62.520800908129395
Polymer_Blend,101.9405338413034,12.930984208723833,6.98039516970491,0.021183016582886894,80.14506515691338
Polymer_Blend,127.02055406983094,12.218328536643094,3.6625907316706865,0.004595816815948419,66.8827763186832
Polymer_Blend,151.31696183379262,2.179240159079162,6.032560637987395,0.020856063363537368,310.3954783323565
Alloy,135.0535053457069,13.854446030406972,6.359053488235148,0.002956677274014854,81.74121695236342
Alloy,244.39782103411412,5.573384369404121,4.268057522167515,0.04192564576982968,55.38738661094949
Nanocomposite,197.73908711706906,13.543661258523887,9.587401244331943,0.011277210702989728,74.57985292784245
Polymer_Blend,144.54564360273554,4.560585340161895,8.739712854684601,0.017087126807537687,318.89300398744854
Polymer_Blend,239.45462479981683,7.715394768521585,7.778988061062388,0.0436323518337132,109.58819531493451
Alloy,211.08912992142803,11.742184326249879,2.6239509312752727,0.03756703700527805,116.13018186303584
Alloy,142.6910817740563,10.323626288603243,2.8490401544721555,0.011732879720460866,99.55323738168124
Alloy,156.83223541029332,7.406985194382589,5.942250766919646,0.004523071514217307,102.48739803097332
Alloy,129.9143287455935,10.82211013762362,3.2857067935278854,0.03606801506591164,67.82840676890585
Polymer_Blend,245.66109973987326,9.136343630606314,9.826123708235793,0.02014442498371736,137.06812538546922
Alloy,177.594474383511,5.58457198626192,3.2681618722192756,0.03853791995679284,113.64165060619975
Polymer_Blend,234.4085031246977,10.402282791462817,5.899742683711792,0.02281944384638531,117.14686233118111
Polymer_Blend,151.97496565252715,4.655212122478804,4.912968454732043,0.017954118235641546,199.41470836232207
Polymer_Blend,229.12624046462136,11.021847695369152,7.115091371632784,0.02310906500240743,146.2258171497432
Polymer_Blend,108.08302726407459,2.0404414091021565,3.0322912711153993,0.03767939029786316,268.1005709210006
Alloy,247.3135476286432,9.134042678903008,5.442531424339127,0.04520879404047833,102.38046692226396
Polymer_Blend,236.8051550549954,7.213879158229833,4.197640262457149,0.0034385926328402015,126.19859190770848
Alloy,154.48044171649823,5.940349059425315,9.102012197373504,0.026681465520120802,146.72842791363348
Nanocomposite,216.2083247971866,8.704203574050288,2.3246856970775607,0.0026089360251100027,83.90773699883181
Polymer_Blend,212.8386889710739,10.389051222966545,9.309819952051674,0.02395206770619358,133.84587016414716
Polymer_Blend,235.18821956543974,14.549059460775043,8.663953108424003,0.04437885862574812,135.20616106450836
Alloy,146.08824716932168,12.82983836854527,4.380565731526524,0.018717923054595176,103.87948448714793
Polymer_Blend,169.82800079712243,11.32294848008954,8.314325237416838,0.046690070632951525,80.0446098416297
Polymer_Blend,229.74994189090796,8.226569851828902,2.2497084827099805,0.03189981511087986,161.92528054355628
Polymer_Blend,216.7869181202824,7.097873555636605,9.734924402347149,0.046773611845857314,104.068796823952
Polymer_Blend,159.02000781104186,2.422885509617964,6.212759540718315,0.038101164645213466,403.78041005062096
Nanocomposite,226.85878493681832,6.668259739767627,4.426248208523562,0.006068323165789352,182.23751292304308
Nanocomposite,107.04310588486022,13.028902802744016,4.900665700757417,0.012326417010571175,135.87552623490353
Alloy,217.30694544444853,6.992319565691769,2.531242827683979,0.020314352274591805,84.06606334038477
Nanocomposite,131.01487891505508,8.000604987807904,9.914796112336314,0.009335237218591724,168.89877440089947
Nanocomposite,142.9181361735681,5.533847512323762,2.3143355612055396,0.025250668634056367,187.11997022519026
Polymer_Blend,173.98222653933905,5.563725864573767,7.239256985182872,0.02409703962937304,214.50587305797137
Nanocomposite,167.46017516049608,2.804332891592729,5.5418874216516665,0.047856700703341686,162.24383383750657
Alloy,178.08551603048215,9.97945103305741,9.591329745509722,0.02225266626190291,165.0486324457103
Nanocomposite,181.7163393508036,7.824902239589503,3.9679979224543613,0.0394957134101119,112.92135011381757
Nanocomposite,149.72915365472454,9.877490497380329,6.256694591504091,0.047153616697722514,101.91767990215925
Polymer_Blend,126.2841269525545,9.109529700375086,5.858849668662024,0.04397245271772529,196.91197182823166
Polymer_Blend,215.2721843930959,12.384979634863273,7.622931552400811,0.011224713601067998,150.53609665027997
Polymer_Blend,159.9964223630713,11.763154860049145,2.544081855619364,0.025305464818423672,116.87613947243953
Polymer_Blend,175.87612936885887,12.028900090792431,3.550313040186839,0.01803924933250036,181.64010245472028
Nanocomposite,196.70450775266772,8.490107090241782,3.7165185607427986,0.020593076061723562,76.61514535636509
Nanocomposite,236.4456883459984,6.600457567601096,7.9052060387335175,0.018679534486041812,69.01571292532684
Polymer_Blend,206.13292467103298,14.134675676928387,3.5131095706139206,0.0414916012985752,84.61993821920598
Alloy,106.81888383855768,2.7055070583152014,6.587934111127813,0.023154813700999928,188.7394105326054
Polymer_Blend,225.78405450970263,3.9840770020529943,3.7219505640076296,0.026661022279989725,157.0588680735602
Polymer_Blend,248.40325226912788,7.454788198296316,8.892999600671828,0.04913992049530666,115.16123145021245
Polymer_Blend,170.8727538057073,9.981449483384145,9.53748363591711,0.003938984337384306,110.044058675986
Polymer_Blend,245.4385504681901,2.1066048724873814,6.147943799537924,0.024909924349746693,276.0099551947911
Nanocomposite,182.0993113514724,11.351196651044845,4.818471073673426,0.03892902364035969,66.69170653520491
Polymer_Blend,168.94239938079247,9.263445056268893,3.872462200139993,0.008406935951223101,130.79094582262246
Alloy,149.71071470911826,8.301135862800027,2.39824801218435,0.030965048136123923,195.22458767602018
Alloy,198.63323137500083,7.5054355047622865,4.148000609579963,0.012733774197188873,154.73658472863684
Polymer_Blend,134.4730630787567,8.753331412628118,7.233886239562543,0.04350280154800381,140.94922864046714
Nanocomposite,115.74013277716065,4.103214548262718,6.268935450473687,0.017027883604603885,149.51784766544841
Nanocomposite,104.08556538763212,3.4132526106007726,9.55233022624742,0.01712407802814457,197.02581655750478
Polymer_Blend,143.85701690728956,5.7652872237739,5.170218099933605,0.030311500047376785,203.05215888622746
Polymer_Blend,159.36562482505573,11.22356229580922,7.550906738627156,0.009994582497875527,129.70765799092192
Polymer_Blend,182.81150444218719,9.647742489861454,5.914581979800971,0.014959543306249993,67.09580839152476
Polymer_Blend,143.91247377805098,8.241599229047164,6.100609727393693,0.021414960655851165,154.07223424578032
Polymer_Blend,247.60893585781167,9.429772556647485,4.14219451683294,0.01832825529386541,127.61593509550887
Alloy,143.76177523617514,9.270354169511462,5.6396062147359975,0.026718983682273538,129.35500457138073
Alloy,166.1463082669613,5.99154503136903,5.766279976101658,0.03038236705937935,132.61306370058585
Polymer_Blend,115.49142482978505,3.266927314181436,7.6531401739914715,0.028766705233758065,335.8064888222341
Polymer_Blend,139.09397700056135,13.658170792619657,9.52511999348891,0.033054247287604685,98.2047681012672
Nanocomposite,107.24982096834866,9.79884641411089,4.634570219860034,0.016079726313783193,175.8051628345661
Polymer_Blend,183.9262950155992,11.070723995851072,2.3376037486503876,0.007194885130596375,88.54346935406001
Polymer_Blend,212.65970246986475,8.031963916770415,5.970361004005118,0.03827956953012278,114.26064532437876
Polymer_Blend,129.35647215041018,11.834247539695314,6.355690657193349,0.04268823874890342,112.44717658599028
Nanocomposite,155.18664067241062,9.598464431722673,3.347524409055322,0.01359330537889918,117.21804762994921
Polymer_Blend,102.49243400907409,2.699414587263473,8.083716850208534,0.02094750585174297,272.26728942059793
Alloy,225.9283083583318,13.571261460117984,9.879432867531932,0.02542989163121421,82.25025235488636
Alloy,216.99452873975042,5.97196990824253,9.566197736067688,0.027133015294893887,180.26245450437114
Polymer_Blend,109.48810463114386,3.792580106477361,3.5768483105892175,0.03331501838329494,225.83272005503184
Alloy,154.73014139806168,3.144533100156105,9.002905919206086,0.003038558434410746,174.14831239292153
Polymer_Blend,243.29299207742432,11.36572407994744,7.635949091293478,0.036352377053966836,90.64172116464138
Alloy,158.80405841184654,11.151588768456678,5.630772510455293,0.004036579341991103,169.54481869795703
Alloy,178.93130150860242,11.102107622572518,6.324887954597832,0.023946139815970525,160.65109966604288
Alloy,153.28642915155328,13.904786044860357,8.796801399859664,0.04155588564289051,127.00115717730354
Polymer_Blend,189.41970821923928,6.53625928596947,5.841079517106985,0.023109550350641418,85.25879366525506
Nanocomposite,246.72353134552333,9.294729732666001,4.985658952841015,0.008305397689644141,126.30245652779246
Polymer_Blend,249.62537552217955,10.053442578926543,5.9459799442078864,0.04926665840529203,78.95971478559667
Polymer_Blend,216.20724670167868,14.733263771364014,6.633038432280393,0.044574987641638905,50.11513216450956
Polymer_Blend,160.64666470306588,6.060499868341694,3.5126212302267907,0.03879436802802569,141.5986338194827
Alloy,174.16483012434824,14.432305598751226,9.207261842135924,0.02116406854206131,90.98960818635867
Alloy,153.50969921684583,3.933546330070958,7.393495590636911,0.010008440617575592,137.80431664528496
Polymer_Blend,247.83619448565193,11.932018928361945,7.066151338699911,0.04712914788950656,106.801286682837
Alloy,206.16404587381055,10.227516700265365,2.795969809445105,0.027085205199339813,131.02989575434398
Polymer_Blend,167.3397168150267,12.619648484535837,6.833391505380734,0.042765417558986774,131.9549922407148
Alloy,101.81729051644035,2.3729124573180127,2.9676852979079387,0.017762655282211864,249.3880951541857
Polymer_Blend,178.07251215858224,3.0157035582077256,2.6295814015631924,0.01742912753689406,282.0670281193679
Alloy,247.58923025524268,2.9060451343988962,6.2184871651391465,0.04929148355302792,111.07298158467361
Polymer_Blend,178.4591363459578,9.708472921464741,5.22228427237196,0.026569819376247642,156.66462008944035
Nanocomposite,127.36400282336706,9.838168878481994,6.710482161249786,0.007894075769176568,204.69786730478373
Polymer_Blend,103.31406206571623,13.77936356161469,2.7137773444579087,0.011764059221740664,140.5379000874073
Polymer_Blend,153.20556371863137,8.078845688739785,5.447864502778067,0.02461526969024332,204.0843008509766
Polymer_Blend,237.73420835449105,2.8846377150645313,3.3982937203612638,0.0030810746139321556,156.79636829385296
Nanocomposite,249.48311622638215,4.723882221092701,9.896800687392933,0.023664165283536726,169.10534140049728
Nanocomposite,241.8051962218004,2.104950232631958,6.489201699481395,0.021528101261926256,320.62692947143864
Polymer_Blend,209.4129989881385,12.097288826669265,7.4994948875269385,0.03918747700065486,141.63636900819841
Alloy,183.7214092660983,12.602792679450069,4.6033462454608625,0.01839215625997285,121.12726001545313
Nanocomposite,188.6029219573378,14.973225411693768,2.757911318234753,0.04914488931544037,136.91162515164766
Alloy,180.84880136379414,7.358527837690226,9.806966902268293,0.009857726045744253,190.9638786441772
Alloy,206.05739573844824,2.2508788802207027,4.290072283065466,0.02995834756343861,293.6084453800103
Polymer_Blend,162.83098400430288,5.051488459374839,5.390465481388594,0.005395265553404477,239.30178719644107
Polymer_Blend,200.38060074336482,9.640995279622846,7.1989113736206,0.03695933521570512,76.06811103387567
Nanocomposite,118.24181724358016,14.505258571685573,2.1975783814888903,0.049742930715036604,122.10829749294645
Nanocomposite,139.85429598422257,3.346521169120326,8.482073044138296,0.04113779324982998,218.25579697906159
Alloy,225.40045582129443,3.5804492620896564,6.292625520228962,0.028229473495294765,197.02468616333056
Polymer_Blend,235.56233961150866,11.12286680862626,4.225737496550577,0.02475232651258491,105.35048296469117
Polymer_Blend,180.85123563404494,10.673691715280144,2.492863882339754,0.0419164681020755,68.89532626996052
Alloy,104.74534258193987,5.25658261905383,3.2999873237955315,0.046862730150825496,154.10971336653665
Nanocomposite,239.04603561876522,12.570882283188746,9.160270870827496,0.04947111976410656,109.18410439320004
Nanocomposite,205.30963870409295,3.6741238212070217,7.488193791487128,0.020430422150659724,93.25601607673639
Alloy,162.10418856330412,14.034643982097878,3.9992137730951187,0.04955495626493111,81.62407676154199
Alloy,189.75684147992445,4.6134150943214784,2.5248061195602363,0.008640386356517742,150.91209926716394
Polymer_Blend,164.46622516620494,3.057580845399065,7.5249224990930905,0.01342393902066355,326.02845846555687
Polymer_Blend,169.80088400980765,6.41378712416011,6.579261807742121,0.005361790111960914,134.59417062764328
Nanocomposite,233.02147984891025,4.441936750949084,5.23615619566588,0.014315187307739601,162.1415017855425
Alloy,124.16263703756672,8.850235925468429,4.908891593520511,0.03862894002928255,114.36131890909907
Polymer_Blend,115.55037032233551,10.929004985832439,3.7345142074328663,0.04279329355074404,171.6446888686924
Polymer_Blend,100.40931167695236,8.381980520217786,7.356890052300141,0.039165739610026014,133.7777627782451
Alloy,147.100056341819,10.58789531354271,9.765344222350965,0.031922223130217114,90.8834449584716
Polymer_Blend,122.11206497266411,6.743966687199797,3.405721966694607,0.026184359113609636,169.7174195345434
Polymer_Blend,132.99782427071668,2.36299376410232,6.776932960124027,0.03572651017146868,173.01394375669244
Alloy,101.68584739980653,14.662833614926939,5.39348044596781,0.02015084391409387,117.55585223267168
Alloy,134.0793122031555,12.65237555901994,5.573509773957319,0.04222410922348539,91.38999605554609
Alloy,149.9067372898561,2.954444713100165,4.033178241022515,0.034182314604862485,147.23494306319373
Polymer_Blend,104.7351244614822,7.839293150032347,8.601079005291353,0.03519243022622602,207.0621566373642
Alloy,191.18561864457217,10.25524791093437,5.882044833177929,0.027260863663324492,112.74946259413142
Polymer_Blend,185.3200523325637,4.477725517444293,6.347246817586113,0.044376220226347456,279.1548020532992
Polymer_Blend,114.55536677648875,9.513851947716029,4.438087302378606,0.013348721950273573,196.37734449353448
Alloy,189.25146662776015,8.93743203552993,3.454467725335598,0.019676235014691488,74.14400587108348
Alloy,249.79808779133165,4.707447450951162,2.687283105622564,0.03910448591420677,90.40900614673305
Nanocomposite,241.6703429217311,3.8357340206068926,7.712953127399327,0.02514469591033755,204.5830679786259
Alloy,100.40064900514949,11.866509765042286,3.569874253502845,0.044571486657785354,171.56315584076924
Alloy,219.30674669955394,6.193623799945239,7.520602833510382,0.017973566668379765,156.51423425293643
Polymer_Blend,153.0407914354729,5.172526939949163,5.123011568375631,0.019097178272162594,219.03952577020553
Polymer_Blend,109.54770555019411,11.592418586477853,5.326198407917212,0.044548053679944646,78.95901416704541
Polymer_Blend,144.3974820574312,11.568892996298766,5.753419968742174,0.023754145688920012,132.85600660865128
Polymer_Blend,148.26047744694435,5.593221532370979,4.9416680650203455,0.026290104625921854,221.1337035510512
Nanocomposite,178.4866358963585,13.343389996274098,2.8049598177807207,0.01730542205144829,104.56897915291084
Polymer_Blend,199.1625650903282,10.947252145940451,4.477054480022766,0.014556827166775015,115.56388989639443
Nanocomposite,212.3583418312612,6.494934831679995,7.309874885551507,0.03314148683108121,140.3673998790979
Alloy,136.88545638449,7.557365452400566,7.326275211750968,0.00687219241551899,94.93160401973486
Alloy,148.26558553727455,11.44722591709803,4.289794457919955,0.04408435941796256,165.39579394817466
Alloy,146.25725602896028,4.750589827641396,5.680821012461504,0.03918095370149029,233.0203702094982
Alloy,154.41053021813147,8.093890302177913,3.5475778240955,0.010346664921584335,90.48541881309588
Polymer_Blend,249.9484463434508,10.496258449355295,3.682976652238686,0.03500697734540371,64.81644725559505
Polymer_Blend,216.6914954241139,9.013481124113273,2.1843767072528593,0.03052901314299611,86.44293637192726
Alloy,246.24856979030454,9.908268496758412,9.173972399261956,0.010042217486095562,88.20059757722494
Polymer_Blend,203.96665893205858,9.100762493198136,3.6856533205992497,0.014386971796461392,82.23669792780134
Polymer_Blend,160.94060524709263,4.589956769270262,3.8202710154917066,0.021040338682957887,106.29371506089181
Alloy,158.46162754404622,7.332669484644078,4.236811461161055,0.03526289402702822,156.13639060228303
Polymer_Blend,173.28717174625677,8.915811441208094,3.019264573563432,0.03229744703203329,93.69049162018807
Nanocomposite,162.5304675046656,12.140815650497299,7.1141030654509025,0.0270795075361582,96.36748896972722
Nanocomposite,224.24893691391185,10.500755083204053,2.6011436254206926,0.03865211661258768,150.90200156749736
Nanocomposite,169.75030195400393,7.545682287417152,3.073619410610802,0.03813894924070214,181.4932908197566
Polymer_Blend,144.3421540316269,14.66719781806889,7.158053812720743,0.03127509854905054,116.21810601888245
Polymer_Blend,216.22904030449777,3.401341781836427,4.717284963851542,0.03956251408585644,245.59125973180528
Nanocomposite,228.1630614072092,4.688463291214589,7.663582613609512,0.01737890536418125,117.11738534666324
Polymer_Blend,163.06434342106772,6.437063930411632,6.459397957361136,0.04418122688780768,192.0883453168628
Nanocomposite,200.1712857858298,4.9714370008428315,4.0481693844921045,0.0311305942042951,100.77971746927274
Nanocomposite,108.82068008324572,10.130745958478148,7.2066236039146245,0.041295812176809096,136.6258009598503
Nanocomposite,179.41972779572,2.514159481371318,2.9301894423430452,0.027767676134723918,210.5456879042374
Polymer_Blend,106.7471706618262,4.306678195554407,6.291283064640243,0.011703474004445338,310.7884715482894
Polymer_Blend,104.37862607417021,5.813514089561857,5.497184840360277,0.027578096305237124,238.02387654710373
Nanocomposite,191.93872757841086,10.883495076031114,4.142988662539526,0.01918447152505282,136.0362232283128
Polymer_Blend,145.50030735924807,13.386243473554664,6.832039981916001,0.035177452765817636,132.64623321670888
Polymer_Blend,211.3805743683198,12.380393017189707,8.97066873872226,0.024313895795002056,112.88109516703142
Alloy,234.41238409488884,4.367052132253313,9.991237598104615,0.0419695274414567,168.04310872584492
Nanocomposite,120.9086760595526,9.350274859733897,6.862102149947396,0.03422555310377392,118.74174104775236
Alloy,208.67842578683857,2.390294389480934,5.237646994633361,0.03454267721853488,273.26732811327776
Alloy,177.1779997432515,6.036978079587195,3.801656801729613,0.011640611341062184,137.806839923215
Polymer_Blend,116.81788752440482,12.477789332768248,4.056768715160894,0.049228238558073234,162.10142957396178
Alloy,197.73889097210872,7.936654278663414,5.835639825198125,0.04224208525430295,119.06746829006728
Nanocomposite,191.42002046597094,3.9492371895858494,4.938221610245674,0.03966123934347404,218.92842174392308
Polymer_Blend,177.3462801101174,7.701193959348065,9.310516180999553,0.017180546032841346,102.64752796752677
Alloy,238.9706806839487,4.574428031008967,4.946363741245676,0.027245950989514364,193.68212949726637
Nanocomposite,178.16195441560248,7.111488952231516,4.987556729163484,0.007718056215642104,189.10914203098216
Alloy,248.5772673175319,8.341835145721964,5.068276099471816,0.027385322856472594,68.21428402176345
Alloy,176.38432207721667,6.5442554626433695,8.692961682941265,0.008148573077681076,86.55473666464553
Alloy,117.37780574520514,14.18059635564019,7.206306566775215,0.02809885435549046,157.21578223598337
Polymer_Blend,170.57068766125457,9.312893868232965,6.913350802551141,0.03278737212759038,152.63925952624052
Polymer_Blend,127.34931438326069,12.957604761309657,4.673144179070897,0.020119602395245215,139.91849172639175
Nanocomposite,189.5700227826141,11.889471111722543,8.543233414659515,0.02542869903823337,158.33950045260352
Nanocomposite,203.96982627904018,10.595162020481094,2.306910890845609,0.04390701599605471,159.32931866351396
Nanocomposite,170.26529180606406,8.459553727933569,8.966377378704905,0.0063195940904376595,113.66539755661258
Nanocomposite,114.65544515247224,2.0282591891606376,6.101999198351437,0.03979491175698299,329.40241775285364
Alloy,170.29620978753292,9.97507880717709,5.186001878907303,0.009366972998813623,171.8355233445156
Alloy,112.21813221016006,6.62744688903247,5.977338245741485,0.002798691157426791,240.88072213461322
Alloy,202.3188933259801,3.5309081684171444,7.339324244270649,0.01009315553450734,115.38726171334028
Alloy,218.55523372976313,7.78014142695701,2.102123412143179,0.038487116308554,94.18734807702961
Alloy,244.35704908405586,11.562193189682962,8.972414851665981,0.020851177593506142,74.72915305218457
Alloy,122.32031606926847,14.501811331083152,5.573916202491143,0.04375350532546292,173.01908905741777
Nanocomposite,179.86305032999562,6.863363584587066,4.7437321576006255,0.026710669517931027,136.88487337858243
Polymer_Blend,185.1306051303128,9.055402883164696,3.105964525072457,0.002090267244390217,102.23064851068864
Polymer_Blend,238.37148006714696,13.066176983726605,5.515722994867537,0.036118966870494415,37.14282238231999
Polymer_Blend,194.09149608947712,6.341992459350193,5.970582170275031,0.006401412527340403,84.8746230913609
